,mean,max,25%,50%,75%,95%,std
1290C1110,209.27818493150684,783.5999999999995,75.575,163.95000000000005,321.125,510.25499999999903,157.28817348892338
1290C1170,144.20041095890411,629.1999999999998,50.8,113.1,221.02500000000003,352.20499999999987,109.74188519104163
1290C1150,169.71464611872148,803.5999999999999,58.3,138.0,262.02500000000003,406.1099999999999,127.56396237649481
1290B4010,218.183904109589,840.5999999999997,78.60000000000001,173.9,334.4,522.7099999999995,161.30502612925218
1290C1200,150.70037671232876,655.4999999999999,50.974999999999994,124.9,231.10000000000002,360.4999999999999,114.1023119587519
1290C1180,260.5205936073059,1022.1999999999996,96.17500000000001,214.15000000000003,398.5499999999999,617.0449999999989,188.96019727808536
1290C1220,111.43132420091325,644.6,35.724999999999994,90.1,170.4,281.00499999999994,89.93293788773023
1290C1210,178.3611301369863,666.8999999999997,63.475,141.8,272.425,434.7999999999997,133.97536054054254
1290C1190,156.68397260273974,651.5999999999999,54.7,129.5,237.50000000000003,377.5,117.86820522965085
1290C1230,125.82101598173517,687.6999999999997,43.3,102.0,192.02500000000006,305.71499999999975,96.52876376107295
1290B5010,204.23220319634703,826.1999999999995,72.1,166.65,308.825,490.80999999999966,153.166578010405
1290A0080,300.878607305936,1057.2999999999993,109.20000000000002,245.85000000000005,456.8999999999999,716.2049999999994,219.2914590571503
1290A0090,242.4505936073059,881.5999999999996,88.9,198.7,369.9,570.7999999999997,176.74175735487287
1290A0100,146.2275114155251,930.5999999999996,49.9,122.4,223.52500000000003,349.4299999999996,110.56195848470674
1273C1010,261.85090182648395,899.7999999999994,104.20000000000002,210.20000000000005,400.92499999999995,607.2999999999996,183.7769948041849
1273A0020,248.57066210045656,868.0999999999995,97.875,197.55,378.675,578.0049999999995,175.19166212835796
1273A0010,186.59964611872144,748.7999999999994,72.775,147.0,283.1,441.7149999999997,134.39585732166245
1273C1020,239.17819634703193,836.0999999999995,94.175,193.20000000000002,366.7,552.1999999999998,168.34544080162024
1273C1030,205.64692922374428,691.4999999999999,79.6,166.9,313.025,477.5999999999998,145.72319199642067
1273C1040,245.8974771689497,912.7,96.3,200.50000000000003,372.9249999999999,569.2249999999993,173.4049501891847
1273C1050,255.05428082191776,953.0999999999996,101.1,211.40000000000003,386.65,579.2049999999996,176.17832792628565
1273B2010,313.7412214611872,1168.2999999999993,125.07499999999999,255.4500000000001,474.8999999999998,717.0049999999993,216.9985585614189
1273A0030,246.9504337899543,907.1999999999996,97.2,202.1,377.4,563.1099999999997,173.11037343377586
1278C1010,275.2604566210045,818.4999999999995,105.1,217.45000000000005,421.8499999999999,652.7049999999996,198.39264132119433
1278C1030,437.17324200913225,1322.2999999999995,173.95000000000002,355.4,665.6999999999996,1009.804999999999,305.3683834698799
1278A0020,321.96004566210036,1057.1999999999994,121.775,255.75000000000006,499.9999999999998,754.3999999999995,230.26363334687252
1278B2020,130.9655821917808,474.6999999999999,50.4,102.0,199.40000000000003,318.01499999999976,96.64438860210055
1278B2010,184.15426940639267,713.0999999999999,71.3,145.25000000000003,282.425,436.40499999999986,133.56827131894357
1278B2030,160.88097031963468,586.8999999999999,61.4,126.0,249.50000000000003,378.0999999999998,117.50916683470936
1278A0010,289.4981849315068,981.8999999999992,110.975,230.30000000000007,440.9499999999999,682.4099999999994,207.9912439923349
1278C1020,272.06618721461183,947.8999999999996,103.07500000000002,214.70000000000005,414.64999999999986,648.1149999999994,197.58230237368394
