OBJECTID;uuid;deso;kommun;lan;kommunnamn;lannamn;version;Field1;key_0;Deso_1;Station;Boende_totalt_Antal;Antal_Bilar;Bilar_småhus;Bilar_flerbostadshus;Antal_personer_i_småhus;Antal_personer_i_flerbostadshus;Laddpunkter;Kommungrupp_2023;Travel__km_;Travel___;Shape_Length;Shape_Area;max_aadtfordon;sum_Length_KILOMETERS;Polyline_Count;CITY
297;{2814132A-C31D-4099-A2EA-B6E666C129C5};1280C1300;1280;12;Malmö;Skåne;2018_v2;419;Malmö;1280C1300;HERMODSDAL;1653;538;0;538;0;1638;32;Storstäder;22;5;1777.764489;168787.7611;0;0;0;Large
298;{5E2BA43F-BA4F-4D93-A215-30F513976080};1280C1870;1280;12;Malmö;Skåne;2018_v2;420;Malmö;1280C1870;FÅGELBACKE;1901;524;0;524;0;1869;31;Storstäder;22;5;1625.33069;151437.0235;0;0;0;Large
299;{A06FDCCC-01B0-4A4F-8F59-3119FFF71947};1280C1920;1280;12;Malmö;Skåne;2018_v2;421;Malmö;1280C1920;MÖLLEVÅNGE;1211;439;0;439;0;1199;26;Storstäder;22;5;1336.048146;99002.96128;0;0;0;Large
300;{37E09A39-29D2-446E-B913-0674679187D5};1280C1280;1280;12;Malmö;Skåne;2018_v2;422;Malmö;1280C1280;HYLLIE;1785;706;340;366;669;1105;42;Storstäder;22;5;4482.223216;504254.3749;0;0;0;Large
301;{31BF7D1A-B233-42E5-9474-140D5C3F4DFC};1280C1250;1280;12;Malmö;Skåne;2018_v2;423;Malmö;1280C1250;LERNACKEN;1701;759;747;12;1616;0;45;Storstäder;22;5;8842.438377;3029994.066;5098;1.656561588;1;Large
302;{7A715050-BA41-4B1C-BAF4-D582B18E6614};1280C1320;1280;12;Malmö;Skåne;2018_v2;424;Malmö;1280C1320;HERMODSDAL;2057;362;0;362;0;2038;21;Storstäder;22;5;1588.102706;134827.5135;0;0;0;Large
303;{C6ED10CB-0203-485F-98FF-8B9DBD0EAE0A};1280C1180;1280;12;Malmö;Skåne;2018_v2;425;Malmö;1280C1180;FOSIEBY;1754;703;751;-48;1602;113;42;Storstäder;22;5;13883.06623;6970211.698;22488;14.83399901;37;Large
304;{1F2B8DDA-80D5-4C27-A406-4D4AD7571D12};1280C1270;1280;12;Malmö;Skåne;2018_v2;426;Malmö;1280C1270;HYLLIE;6527;1123;5;1118;19;5467;67;Storstäder;22;5;5930.782536;1759847.461;0;0;0;Large
305;{160CBE33-B50A-4C2C-8462-89466B9C46EE};1280C1360;1280;12;Malmö;Skåne;2018_v2;427;Malmö;1280C1360;HERMODSDAL;1519;562;0;562;0;1514;33;Storstäder;22;5;1011.733448;57978.69481;0;0;0;Large
306;{22EB342D-C45C-42AA-9F14-3D2DD61835E1};1280C1330;1280;12;Malmö;Skåne;2018_v2;428;Malmö;1280C1330;HERMODSDAL;1460;545;141;404;258;1190;32;Storstäder;22;5;2143.349299;172240.3659;0;0;0;Large
307;{3B69BEBC-18D5-4982-A123-1E0F0D5495AD};1280C1380;1280;12;Malmö;Skåne;2018_v2;429;Malmö;1280C1380;HERMODSDAL;2448;566;0;566;0;2427;33;Storstäder;22;5;1694.512967;142776.0341;0;0;0;Large
308;{B3AE3EE2-29C3-419E-925C-A5878F73A04D};1280C1350;1280;12;Malmö;Skåne;2018_v2;430;Malmö;1280C1350;HERMODSDAL;2071;382;101;281;327;1448;22;Storstäder;22;5;2738.471123;239067.6993;0;0;0;Large
309;{30B6F8CD-747E-4186-9676-C7392A380855};1280C1390;1280;12;Malmö;Skåne;2018_v2;431;Malmö;1280C1390;HERMODSDAL;1891;677;43;634;77;1801;40;Storstäder;22;5;3332.65138;226234.197;0;0;0;Large
310;{453B18E6-DC59-4FD2-9446-F496ECD4AB05};1291A0010;1291;12;Simrishamn;Skåne;2018_v2;647;Simrishamn;1291A0010;HERRESTA;1293;890;791;99;1270;8;53;Landsbygdskommun med besöksnäring;28;9;92691.98936;95249650.15;3778;67.92159649;61;No
311;{B3F56E74-3614-4925-8E00-A79866D4189E};1280C1460;1280;12;Malmö;Skåne;2018_v2;432;Malmö;1280C1460;HERMODSDAL;1811;416;0;416;0;1794;24;Storstäder;22;5;1837.567378;125626.7108;0;0;0;Large
312;{4E66607B-F1BA-4FCF-BC57-AF3679AFF42C};1280C1430;1280;12;Malmö;Skåne;2018_v2;433;Malmö;1280C1430;HYLLIE;2471;394;0;394;0;2445;23;Storstäder;22;5;2050.463466;216895.4034;0;0;0;Large
313;{955E1E0B-FDB5-45EC-A268-2A7EBD7B44E4};1280C1420;1280;12;Malmö;Skåne;2018_v2;434;Malmö;1280C1420;HELENE;1565;585;88;497;162;1389;35;Storstäder;22;5;2421.092874;187159.2724;0;0;0;Large
314;{186963FE-95EB-4A4F-A489-0CB4E00A1BFC};1280C1370;1280;12;Malmö;Skåne;2018_v2;435;Malmö;1280C1370;FOSIEBY;2042;891;974;-83;2014;5;53;Storstäder;22;5;3825.226419;751569.7404;0;0;0;Large
315;{78E9EF2A-A67D-492D-A7ED-36F77FF8D9F6};1280C1410;1280;12;Malmö;Skåne;2018_v2;436;Malmö;1280C1410;HYLLIE;1298;558;561;-3;1282;0;33;Storstäder;22;5;3323.627334;545633.2324;0;0;0;Large
316;{A180C800-B631-4204-94D4-F6E3F46139E8};1280C1470;1280;12;Malmö;Skåne;2018_v2;437;Malmö;1280C1470;HERMODSDAL;1673;419;0;419;0;1667;25;Storstäder;22;5;1263.696278;76707.4774;0;0;0;Large
317;{CE7B8A07-E793-4C46-9F9C-021FDAC88624};1282C1080;1282;12;Landskrona;Skåne;2018_v2;565;Landskrona;1282C1080;LANDSKRON;2535;688;64;624;157;2092;41;Pendlingskommun nära större stad;25;3;2707.435367;215768.748;0;0;0;Medium
318;{4847018C-613F-48F3-B015-4D0D05187BD3};1280C1400;1280;12;Malmö;Skåne;2018_v2;438;Malmö;1280C1400;HERMODSDAL;2018;800;839;-39;1957;38;48;Storstäder;22;5;3773.191602;740369.4309;0;0;0;Large
319;{7020B194-BA90-4465-8199-2A7604405B11};1264A0040;1264;12;Skurup;Skåne;2018_v2;694;Skurup;1264A0040;STJÄRNEHOL;1117;725;700;25;1105;3;43;Pendlingskommun nära storstad;29;4;60136.81983;47497293.35;3791;42.04110211;35;No
320;{2334FE3E-D33A-4CF6-847A-FCEB294A4147};1280C1340;1280;12;Malmö;Skåne;2018_v2;439;Malmö;1280C1340;HYLLIE;3436;1130;639;491;1554;1589;67;Storstäder;22;5;6014.917193;1609086.244;0;0;0;Large
321;{9EB36ABD-DE87-4507-8555-B735174E4262};1280C1530;1280;12;Malmö;Skåne;2018_v2;440;Malmö;1280C1530;HERMODSDAL;1873;386;70;316;221;1636;23;Storstäder;22;5;1776.720398;176754.4133;0;0;0;Large
322;{435C5989-A802-49A7-9B9D-4BE6DA374576};1280C1480;1280;12;Malmö;Skåne;2018_v2;441;Malmö;1280C1480;HYLLIE;1458;264;0;264;0;1433;15;Storstäder;22;5;2967.981221;391597.4444;0;0;0;Large
323;{39459306-0B76-4FB5-8A32-B03855EBDE13};1280C1510;1280;12;Malmö;Skåne;2018_v2;442;Malmö;1280C1510;GULLÄNGEN;2360;799;635;164;1475;821;47;Storstäder;22;5;3662.115325;688848.3745;0;0;0;Large
324;{E3C06A8A-05BA-42E3-9B8E-32DAC3B73C77};1280C1490;1280;12;Malmö;Skåne;2018_v2;443;Malmö;1280C1490;HELENE;1300;487;496;-9;1228;19;29;Storstäder;22;5;3238.221516;395801.6991;0;0;0;Large
325;{9D02DD50-508B-4325-9F5B-78CA65B6BCB8};1280C1580;1280;12;Malmö;Skåne;2018_v2;444;Malmö;1280C1580;HELENE;2041;580;91;489;203;1824;34;Storstäder;22;5;1596.620229;159532.0989;0;0;0;Large
326;{0250D770-505A-4527-ABFB-42F97589B70B};1280C1570;1280;12;Malmö;Skåne;2018_v2;445;Malmö;1280C1570;HELENE;1284;408;132;276;364;911;24;Storstäder;22;5;1911.409607;174257.9663;0;0;0;Large
327;{EC3FE67F-9ECC-42FA-8BA5-4F31D997FEE1};1280C1590;1280;12;Malmö;Skåne;2018_v2;446;Malmö;1280C1590;HELENE;2050;611;126;485;319;1685;36;Storstäder;22;5;1936.569609;220680.8167;0;0;0;Large
328;{3A7C3FFD-D5B4-41CF-8385-F930D96C105E};1280C1440;1280;12;Malmö;Skåne;2018_v2;447;Malmö;1280C1440;LERNACKEN;3235;1132;219;913;486;2690;67;Storstäder;22;5;5720.765096;1845231.129;885;0.287429648;1;Large
329;{232D2CD4-F3D6-4C80-AC28-FB8F0B3C46E0};1263B2010;1263;12;Svedala;Skåne;2018_v2;661;Svedala;1263B2010;VINNEBERG;1780;844;829;15;1623;154;50;Pendlingskommun nära storstad;29;4;3356.409495;606625.4075;2881;0.708440003;2;No
330;{0A0F63DA-CF9D-47EB-BE18-A8E380986F6A};1280C1600;1280;12;Malmö;Skåne;2018_v2;448;Malmö;1280C1600;GULLÄNGEN;1629;273;0;273;0;1618;16;Storstäder;22;5;2495.406993;212049.2689;0;0;0;Large
331;{51EAF73D-F383-4EE6-B414-07CAF1DDADB3};1280C1620;1280;12;Malmö;Skåne;2018_v2;449;Malmö;1280C1620;HYLLIE;1413;471;183;288;371;1037;28;Storstäder;22;5;1893.026714;217835.7255;0;0;0;Large
332;{8BBF4A6B-B06B-4455-97B8-8E83F6F128F2};1280C1700;1280;12;Malmö;Skåne;2018_v2;450;Malmö;1280C1700;HYLLIE;2172;416;0;416;0;2087;24;Storstäder;22;5;1678.318143;165064.2205;0;0;0;Large
333;{3CC0E53F-D149-40F1-8A5E-ACE8BF5B9D7A};1280C1500;1280;12;Malmö;Skåne;2018_v2;451;Malmö;1280C1500;ELLENBORG;1936;557;0;557;0;1923;33;Storstäder;22;5;4043.485424;850033.803;0;0;0;Large
334;{92BFE66C-4118-46C6-8F34-198FB57E2FDC};1280C1560;1280;12;Malmö;Skåne;2018_v2;452;Malmö;1280C1560;LIMHAMN;1918;682;749;-67;1909;0;40;Storstäder;22;5;4238.835989;798261.9267;0;0;0;Large
335;{AA7D688F-56D4-4CC0-9DDE-69DC29EA3529};1280C1710;1280;12;Malmö;Skåne;2018_v2;453;Malmö;1280C1710;HELENE;2062;283;10;273;46;1991;16;Storstäder;22;5;1555.852808;127075.3841;0;0;0;Large
336;{780533C8-856E-4DDC-ACF7-475116B7A273};1280C1650;1280;12;Malmö;Skåne;2018_v2;454;Malmö;1280C1650;HYLLIE;1360;499;0;499;0;1355;29;Storstäder;22;5;2727.846087;458344.0509;0;0;0;Large
337;{51665425-BAF6-4A7C-AF5F-25E0F86DA239};1280C1450;1280;12;Malmö;Skåne;2018_v2;455;Malmö;1280C1450;ELLENBORG;1698;774;765;9;1547;58;46;Storstäder;22;5;8194.09361;2277999.427;2935;0.818280927;3;Large
338;{DD3107E2-6B93-4A72-BDDD-5FA6E57EED65};1280C1740;1280;12;Malmö;Skåne;2018_v2;456;Malmö;1280C1740;GULLÄNGEN;1970;337;7;330;29;1914;20;Storstäder;22;5;1963.540435;117879.1575;0;0;0;Large
339;{2386BD51-3DFF-41C3-9D10-F8D1901E5B19};1280C1540;1280;12;Malmö;Skåne;2018_v2;457;Malmö;1280C1540;LERNACKEN;1444;645;455;190;861;564;38;Storstäder;22;5;8156.955338;2793809.088;121;0.039413822;1;Large
340;{F6DCBFF6-8801-4E55-82E2-5B2567ACF50F};1280C1730;1280;12;Malmö;Skåne;2018_v2;458;Malmö;1280C1730;ELLENBORG;1681;715;203;512;340;1334;42;Storstäder;22;5;2771.841499;316363.5385;0;0;0;Large
341;{3DD9A44E-B4A8-4AE5-AE64-DE7929DF26E6};1280C1780;1280;12;Malmö;Skåne;2018_v2;459;Malmö;1280C1780;ELLENBORG;1529;642;165;477;283;1242;38;Storstäder;22;5;2472.334422;314181.9715;0;0;0;Large
342;{194906B9-196C-40E6-97B9-66955BB6E06E};1280C1670;1280;12;Malmö;Skåne;2018_v2;460;Malmö;1280C1670;HYLLIE;1425;587;578;9;1408;0;35;Storstäder;22;5;3923.238318;466502.5869;0;0;0;Large
343;{5DCAA06F-F3FB-4623-8D34-08377E8AE226};1280C1770;1280;12;Malmö;Skåne;2018_v2;461;Malmö;1280C1770;GULLÄNGEN;1448;311;0;311;0;1405;18;Storstäder;22;5;1917.048234;102121.296;0;0;0;Large
344;{F701E4E1-BA43-4BF5-B9DB-31AC5884CE60};1280C1800;1280;12;Malmö;Skåne;2018_v2;462;Malmö;1280C1800;HELENE;1675;297;0;297;0;1650;17;Storstäder;22;5;1352.631896;95663.19402;0;0;0;Large
345;{FCB00713-4936-4FA3-9B37-19164F1BEEF3};1280C1660;1280;12;Malmö;Skåne;2018_v2;463;Malmö;1280C1660;HYLLIE;1550;594;593;1;1435;103;35;Storstäder;22;5;3235.105756;433899.1407;0;0;0;Large
346;{784B65AB-8C7C-4F4C-B791-2E87B290B3AD};1280C1840;1280;12;Malmö;Skåne;2018_v2;464;Malmö;1280C1840;ELLENBORG;1667;366;0;366;0;1523;21;Storstäder;22;5;1817.191574;156925.3815;0;0;0;Large
347;{2FC509F8-14B1-4A42-9FF1-02CF0F5C4F59};1280C1830;1280;12;Malmö;Skåne;2018_v2;465;Malmö;1280C1830;GULLÄNGEN;1808;310;0;310;0;1801;18;Storstäder;22;5;1816.977166;133347.5287;0;0;0;Large
348;{6CC73C01-FFC2-4E96-9D9D-222CBD956E65};1280C1550;1280;12;Malmö;Skåne;2018_v2;466;Malmö;1280C1550;TOFTANÄS;2142;944;774;170;1545;481;56;Storstäder;22;5;19612.48524;10739377.84;17257;12.10348069;26;No
349;{F13651F5-F52A-44F0-A7A6-7C5144D9F6FF};1280C1820;1280;12;Malmö;Skåne;2018_v2;467;Malmö;1280C1820;HYLLIE;2433;607;18;589;56;2315;36;Storstäder;22;5;2283.556179;242684.3099;0;0;0;Large
350;{6DD04631-DA66-4ACE-ADB3-D45007130FDB};1280C1810;1280;12;Malmö;Skåne;2018_v2;468;Malmö;1280C1810;LIMHAMN;1726;667;694;-27;1650;31;40;Storstäder;22;5;2936.815433;503079.7669;0;0;0;Large
351;{9A491219-9900-4013-9790-46BF02CABC84};1280C1890;1280;12;Malmö;Skåne;2018_v2;469;Malmö;1280C1890;GULLÄNGEN;1985;301;0;301;0;1975;18;Storstäder;22;5;1515.531752;135205.1182;0;0;0;Large
352;{F1211BAF-3631-4388-BF3B-EE1984B7FF95};1280C1950;1280;12;Malmö;Skåne;2018_v2;470;Malmö;1280C1950;LIMHAMN;1829;660;380;280;922;849;39;Storstäder;22;5;3585.985998;462452.6376;0;0;0;Large
353;{EE39D418-0C81-4667-9843-65BEF194208B};1280C2160;1280;12;Malmö;Skåne;2018_v2;471;Malmö;1280C2160;FÅGELBACKE;1327;376;0;376;0;1302;22;Storstäder;22;5;1758.781027;104806.2288;0;0;0;Large
354;{209C581C-747A-454D-B26A-4BB896E72248};1280C2250;1280;12;Malmö;Skåne;2018_v2;472;Malmö;1280C2250;FÅGELBACKE;1267;369;0;369;0;1217;22;Storstäder;22;5;1501.942263;109214.3883;0;0;0;Large
355;{DEDB796D-D94F-46E8-8D4F-278D91C8E23B};1280C2220;1280;12;Malmö;Skåne;2018_v2;473;Malmö;1280C2220;MÖLLEVÅNGE;1758;281;0;281;0;1621;16;Storstäder;22;5;1015.985576;61756.2659;0;0;0;Large
356;{08DB73D8-41DC-45FA-B440-33C36ADB3F9C};1280C2260;1280;12;Malmö;Skåne;2018_v2;474;Malmö;1280C2260;MÖLLEVÅNGE;1688;254;0;254;0;1653;15;Storstäder;22;5;1233.587838;69891.87555;0;0;0;Large
357;{F39BE407-91E8-440C-970E-1FC901FF1C77};1280C2530;1280;12;Malmö;Skåne;2018_v2;475;Malmö;1280C2530;TOFTANÄS;1814;835;887;-52;1788;0;50;Storstäder;22;5;4723.628525;808908.6844;0;0;0;Large
358;{FA059FA0-49B0-4ACF-9112-45F3FF344FD5};1280C1990;1280;12;Malmö;Skåne;2018_v2;476;Malmö;1280C1990;ELLENBORG;1795;763;770;-7;1713;3;45;Storstäder;22;5;3018.127488;569457.3189;0;0;0;Large
359;{840A8B28-2B40-45A1-9E19-D6B0F4D450A0};1265B2010;1265;12;Sjöbo;Skåne;2018_v2;616;Sjöbo;1265B2010;VEBERÖD;1640;970;905;65;1532;16;58;Pendlingskommun nära större stad;25;3;15223.39572;12288672;1868;11.70079966;17;No
360;{82CEA2B7-1AB2-4E68-B5F0-92B8B0310BC5};1280C2050;1280;12;Malmö;Skåne;2018_v2;477;Malmö;1280C2050;FÅGELBACKE;1433;438;339;99;962;385;26;Storstäder;22;5;2434.202717;341502.8711;0;0;0;Large
361;{4D5D015B-47E3-439D-92ED-645649573C32};1291A0030;1291;12;Simrishamn;Skåne;2018_v2;648;Simrishamn;1291A0030;HERRESTA;1116;681;608;73;1072;25;40;Landsbygdskommun med besöksnäring;28;9;32030.21918;31721276.34;4002;24.93144653;32;No
362;{9BDBCFB4-18E5-462D-9247-CCFE0CBAAED9};1280C2110;1280;12;Malmö;Skåne;2018_v2;478;Malmö;1280C2110;GULLÄNGEN;1260;254;0;254;0;1234;15;Storstäder;22;5;1118.088478;69450.4639;0;0;0;Large
363;{65FE09C4-77FE-4FE2-8616-39AD93BD6BD6};1280C2140;1280;12;Malmö;Skåne;2018_v2;479;Malmö;1280C2140;MÖLLEVÅNGE;1427;172;0;172;0;1274;10;Storstäder;22;5;1220.168939;52424.04077;0;0;0;Large
364;{70A5C5FB-B052-447E-9E17-DE45FD187572};1280C1910;1280;12;Malmö;Skåne;2018_v2;480;Malmö;1280C1910;MÖLLEVÅNGE;1603;207;0;207;0;1177;12;Storstäder;22;5;3805.868547;595367.8925;0;0;0;Large
365;{297E1B41-1A3F-4843-BB50-B8F3A0EDC68D};1280C2070;1280;12;Malmö;Skåne;2018_v2;481;Malmö;1280C2070;ELLENBORG;1080;466;464;2;1076;0;27;Storstäder;22;5;2730.573537;350554.6763;0;0;0;Large
366;{6621DC3A-7715-4EFE-BA3D-E75E7B86C7F4};1280C2150;1280;12;Malmö;Skåne;2018_v2;482;Malmö;1280C2150;GULLÄNGEN;1303;418;0;418;0;1299;25;Storstäder;22;5;1199.54163;88046.26695;0;0;0;Large
367;{39FCE0BB-B1C5-4B26-8174-CE1EC5C648B1};1280C2180;1280;12;Malmö;Skåne;2018_v2;483;Malmö;1280C2180;GULLÄNGEN;1736;403;0;403;0;1678;24;Storstäder;22;5;1518.109062;101914.2074;0;0;0;Large
368;{7230E90D-8CD8-4C81-85CE-41FF19CCA145};1280C2170;1280;12;Malmö;Skåne;2018_v2;484;Malmö;1280C2170;FÅGELBACKE;1225;336;3;333;11;1204;20;Storstäder;22;5;1860.038556;101564.3415;0;0;0;Large
369;{F7AC59B3-0424-4326-8EB2-05FFA50A384D};1280C2040;1280;12;Malmö;Skåne;2018_v2;485;Malmö;1280C2040;TOFTANÄS;1735;756;565;191;1056;654;45;Storstäder;22;5;3532.955056;444177.8034;0;0;0;Large
370;{F64DD5DD-7CF2-449A-9484-9679D2F49994};1280C2120;1280;12;Malmö;Skåne;2018_v2;486;Malmö;1280C2120;ELLENBORG;2229;901;984;-83;2197;7;54;Storstäder;22;5;4773.759441;752914.9137;0;0;0;Large
371;{F50F8EEE-7B47-423F-B54E-87A01DED97CD};1280C2350;1280;12;Malmö;Skåne;2018_v2;487;Malmö;1280C2350;FÅGELBACKE;1415;352;0;352;0;1407;21;Storstäder;22;5;1339.364268;68419.35768;0;0;0;Large
372;{C02B4DEB-F640-479D-800A-CA42F5528A06};1280C2360;1280;12;Malmö;Skåne;2018_v2;488;Malmö;1280C2360;FÅGELBACKE;1698;471;0;471;0;1688;28;Storstäder;22;5;1263.670311;84640.08998;0;0;0;Large
373;{95F9CFAF-BC5E-4B1E-9E35-1ECDEE52ED93};1280C2370;1280;12;Malmö;Skåne;2018_v2;489;Malmö;1280C2370;MÖLLEVÅNGE;1931;388;0;388;0;1731;23;Storstäder;22;5;1780.518436;121245.2694;0;0;0;Large
374;{87F56994-1D2E-4BB8-B8D7-FB5729C6B205};1280C2190;1280;12;Malmö;Skåne;2018_v2;490;Malmö;1280C2190;FÅGELBACKE;1260;380;0;380;0;1255;22;Storstäder;22;5;3442.137675;670111.6603;0;0;0;Large
375;{D053212B-8854-4A0B-93A0-3FA91175546D};1280C2280;1280;12;Malmö;Skåne;2018_v2;491;Malmö;1280C2280;ELLENBORG;2057;597;0;597;0;2044;35;Storstäder;22;5;6046.505881;1166680.821;0;0;0;Large
376;{392976D9-A154-4860-B409-F4D2AF7851C9};1280C2570;1280;12;Malmö;Skåne;2018_v2;492;Malmö;1280C2570;FÅGELBACKE;1379;343;0;343;0;1362;20;Storstäder;22;5;875.5684881;48054.47061;0;0;0;Large
377;{D4C607E4-EE68-442C-A1B9-752D64AF434F};1280C2540;1280;12;Malmö;Skåne;2018_v2;493;Malmö;1280C2540;MÖLLEVÅNGE;1754;332;3;329;13;1331;19;Storstäder;22;5;1481.777997;102174.9517;0;0;0;Large
378;{D38B44F3-8D66-460E-83ED-7ED6F21D5AC5};1280C2550;1280;12;Malmö;Skåne;2018_v2;494;Malmö;1280C2550;FÅGELBACKE;1510;678;173;505;283;1191;40;Storstäder;22;5;2859.297001;322171.3771;0;0;0;Large
379;{9655E7C3-A8DC-4FD9-AFBC-D1D0C246074F};1280C2580;1280;12;Malmö;Skåne;2018_v2;495;Malmö;1280C2580;CTA;1245;261;0;261;0;1165;15;Storstäder;22;5;1701.981588;116702.0373;0;0;0;Large
380;{ED40AD5D-5B72-4864-9ADF-908AC1F51AF6};1280C2650;1280;12;Malmö;Skåne;2018_v2;496;Malmö;1280C2650;FÅGELBACKE;1355;422;0;422;0;1350;25;Storstäder;22;5;1070.491468;66970.23207;0;0;0;Large
381;{9F35D567-95D1-4961-86BB-8CADA5474D50};1280C2210;1280;12;Malmö;Skåne;2018_v2;497;Malmö;1280C2210;LIMHAMN;2142;957;995;-38;2113;20;57;Storstäder;22;5;7772.38522;1932249.437;0;0;0;Large
382;{AB11F5E7-ED00-4AE7-90DF-80C4E212E704};1280C2560;1280;12;Malmö;Skåne;2018_v2;498;Malmö;1280C2560;CTA;1323;227;0;227;0;1135;13;Storstäder;22;5;1629.003746;150998.6908;0;0;0;Large
383;{1BC7243C-E207-4387-BC73-40FA1F5A5BCA};1280C2590;1280;12;Malmö;Skåne;2018_v2;499;Malmö;1280C2590;FÅGELBACKE;1524;506;3;503;9;1505;30;Storstäder;22;5;2036.867813;107311.9308;0;0;0;Large
384;{C6371850-3617-453A-BEC4-F6B33B1BF33E};1280C2620;1280;12;Malmö;Skåne;2018_v2;500;Malmö;1280C2620;FÅGELBACKE;1605;490;0;490;0;1598;29;Storstäder;22;5;1541.44251;87238.35154;0;0;0;Large
385;{68066706-CEDF-4D5E-B667-EA2B51EC32DE};1280C2500;1280;12;Malmö;Skåne;2018_v2;501;Malmö;1280C2500;ÖTA;2491;352;0;352;0;1450;21;Storstäder;22;5;3139.895115;588875.0967;0;0;0;Large
386;{972CFD28-29B5-470D-9FC1-8BABC67D5442};1280C2340;1280;12;Malmö;Skåne;2018_v2;502;Malmö;1280C2340;TOFTANÄS;2017;749;344;405;642;1205;44;Storstäder;22;5;6073.559473;1370271.932;0;0;0;Large
387;{D72F5EDB-6EC4-4953-93D4-01EF5E2FAA15};1280C2630;1280;12;Malmö;Skåne;2018_v2;503;Malmö;1280C2630;FÅGELBACKE;1776;628;0;628;0;1767;37;Storstäder;22;5;1091.576492;67300.58072;0;0;0;Large
388;{29CE4888-3F10-4297-81CF-327513904ED8};1263B3010;1263;12;Svedala;Skåne;2018_v2;662;Svedala;1263B3010;VINNEBERG;2380;1213;1236;-23;2213;22;72;Pendlingskommun nära storstad;29;4;8938.309733;5534214.574;8211;7.408113157;13;No
389;{CA4DBEED-C861-4D47-9867-CEED9796572E};1280C2660;1280;12;Malmö;Skåne;2018_v2;504;Malmö;1280C2660;CTA;1393;328;0;328;0;1372;19;Storstäder;22;5;1267.319364;79147.40567;0;0;0;Large
390;{8B479CFF-8866-4F0E-9F74-BBF83F23F7C6};1281B5010;1281;12;Lund;Skåne;2018_v2;272;Lund;1281B5010;ÖNNESLÖV;2226;1054;990;64;1992;43;63;Större stad;21;2;10996.85745;5041578.822;2919;2.799823906;9;No
391;{9D578F81-180E-4CA0-B1E8-5A01C1ADD488};1280C2690;1280;12;Malmö;Skåne;2018_v2;505;Malmö;1280C2690;CTA;1389;381;8;373;20;896;22;Storstäder;22;5;2091.818429;173011.5215;0;0;0;Large
392;{95D74F4F-DDF7-4359-83B1-2BFF347CF04A};1280C2720;1280;12;Malmö;Skåne;2018_v2;506;Malmö;1280C2720;CTA;1519;309;0;309;0;1508;18;Storstäder;22;5;1524.350263;118620.2532;0;0;0;Large
393;{2802D75A-05BF-4090-8102-8DCF29E26F9E};1280C2700;1280;12;Malmö;Skåne;2018_v2;507;Malmö;1280C2700;MALMÖ_SJ;1643;434;0;434;0;1632;26;Storstäder;22;5;1876.505599;214621.7472;0;0;0;Large
394;{11B5FBCB-776C-4939-8E7D-41BD65668239};1280C2010;1280;12;Malmö;Skåne;2018_v2;508;Malmö;1280C2010;TOFTANÄS;1556;705;729;-24;1473;15;42;Storstäder;22;5;14210.20615;8267008.729;23140;9.61504145;17;No
395;{1F57C140-FD6F-4C5F-A204-50E7CA148E4B};1270A0010;1270;12;Tomelilla;Skåne;2018_v2;709;Tomelilla;1270A0010;TOMELILLA;2313;1499;1354;145;2244;42;89;Pendlingskommun nära mindre tätort;33;5;82441.17758;144349035.9;6445;94.56746091;65;No
396;{02663A34-AF7C-475C-A265-C6FA66CD4071};1281B5020;1281;12;Lund;Skåne;2018_v2;273;Lund;1281B5020;ÖNNESLÖV;1037;532;512;20;993;28;31;Större stad;21;2;11126.84881;2699811.29;2053;2.487278782;9;No
397;{087DFE9F-A3C0-48A9-9BFA-0C906EE77450};1280C2770;1280;12;Malmö;Skåne;2018_v2;509;Malmö;1280C2770;CTA;1389;329;3;326;8;1316;19;Storstäder;22;5;1199.210094;73485.68245;0;0;0;Large
398;{D0A3838E-E178-4873-AA6A-D8ED4C7CBD5F};1280C2640;1280;12;Malmö;Skåne;2018_v2;510;Malmö;1280C2640;MALMÖ_SJ;1260;430;391;39;894;133;25;Storstäder;22;5;4302.973207;577972.7278;0;0;0;Large
399;{1FFEEA1F-237B-4CBF-BB5E-2A23B1B634F5};1280C2790;1280;12;Malmö;Skåne;2018_v2;511;Malmö;1280C2790;ÖTA;1447;253;0;253;0;1323;15;Storstäder;22;5;2070.89653;185650.1164;0;0;0;Large
400;{70A15AB8-63E4-45C2-A5D6-BD7881A8C547};1263A0010;1263;12;Svedala;Skåne;2018_v2;663;Svedala;1263A0010;VINNEBERG;1008;650;632;18;950;8;39;Pendlingskommun nära storstad;29;4;71100.28539;65667793.64;11546;69.63513127;62;No
401;{E2628450-6541-4B96-B8E1-305FFA3FFBBC};1280C2760;1280;12;Malmö;Skåne;2018_v2;512;Malmö;1280C2760;MALMÖ_SJ;1450;411;42;369;114;1280;24;Storstäder;22;5;3741.810681;464128.1823;0;0;0;Large
402;{A90BA252-10E7-491E-8D72-1CD098EE451A};1280C2820;1280;12;Malmö;Skåne;2018_v2;513;Malmö;1280C2820;MALMÖ_SJ;1610;345;19;326;65;1499;20;Storstäder;22;5;1502.7972;116760.2644;0;0;0;Large
403;{B4670BE3-BF9B-468B-9E05-CA32A3E7FCDF};1265A0010;1265;12;Sjöbo;Skåne;2018_v2;617;Sjöbo;1265A0010;SJÖBO;1312;892;758;134;1276;28;53;Pendlingskommun nära större stad;25;3;91063.82069;112736074.4;3754;55.80996213;26;No
